JSON: {"text": "“仅仅十二分钟，看懂的人却花了整整数十年！”", "url": "https://www.bilibili.com/video/BV1GW421d7Sj/"}
JSON: {"text": "残暴正义  【玛奇玛/静止系MAD】", "url": "https://www.bilibili.com/video/BV11r4y1A7t2/"}
JSON: {"text": "【钢炼FA最燃神曲Again】我的傲慢在你之上 钢之炼金术师MAD高燃混剪", "url": "https://www.bilibili.com/video/BV1vE411v7k3/"}
JSON: {"text": "【静止系MAD/明末千里行】即便洛水重逢 怕是醉未醒", "url": "https://www.bilibili.com/video/BV14n4y1f7rr/"}
JSON: {"text": "【?? ?????】这首《??????? ?????》如今治愈了多少人！！!  ℳ₯㎕-沉 沦", "url": "https://www.bilibili.com/video/BV1xV41167qm/"}
JSON: {"text": "【泛式/剧情MAD】哥哥的女朋友，只能由我来选......", "url": "https://www.bilibili.com/video/BV1sW4y1Z7pn/"}
JSON: {"text": "【PCS Anime/官方OP延长/魔圆】TV版「魔法少女小圆」【コネクト】官方OP曲 剧本级加长版 PCS Studio", "url": "https://www.bilibili.com/video/BV1Eb4y1d7hD/"}
JSON: {"text": "【塞尔达全系列MAD】名为勇者的诅咒", "url": "https://www.bilibili.com/video/BV1Zz4y1s7mM/"}
JSON: {"text": "从入门到入土，人人都能轻松学会的MAD超实战简单教程", "url": "https://www.bilibili.com/video/BV1fz4y197QF/"}
JSON: {"text": "【MAD/史莱姆史诗】神明之怒", "url": "https://www.bilibili.com/video/BV1NU4y1377q/"}
JSON: {"text": "残暴正义  【玛奇玛/静止系MAD】", "url": "https://www.bilibili.com/video/BV11r4y1A7t2/"}
JSON: {"text": "【钢炼FA最燃神曲Again】我的傲慢在你之上 钢之炼金术师MAD高燃混剪", "url": "https://www.bilibili.com/video/BV1vE411v7k3/"}
JSON: {"text": "【GBC/MAD】用一首歌带你看完《哭泣少女乐队》", "url": "https://www.bilibili.com/video/BV1hW42197xy/"}
JSON: {"text": "【静止系MAD教程】三分钟制作一个简单分镜", "url": "https://www.bilibili.com/video/BV13G41117UN/"}
JSON: {"text": "曾火爆全网的《Falling Again》，你是否还知道？", "url": "https://www.bilibili.com/video/BV17z4y1d72b/"}
JSON: {"text": "“这短短三小时，看懂的人却整整花了十几年。”", "url": "https://www.bilibili.com/video/BV1CS4y1v7ED/"}
JSON: {"text": "[MAD]十五周年·正真做到保护一切的奥特曼·奈克瑟斯", "url": "https://www.bilibili.com/video/BV1ZE411X7Zu/"}
JSON: {"text": "【𝟰𝗞𝟲𝟬𝗙𝗣𝗦】高燃踩点！⚡感受这210秒再也看不下其他咒术回战MAD·AMV", "url": "https://www.bilibili.com/video/BV1bC41147CE/"}
JSON: {"text": "这 T M 才 叫 神 作 ！", "url": "https://www.bilibili.com/video/BV1vT4y1L7t8/"}
JSON: {"text": "【AMV】 点燃这绝望的火光！！！", "url": "https://www.bilibili.com/video/BV1Ks411d72h/"}
JSON: {"text": "【全程高燃/综漫/燃向】见过黑暗的人 才明白什么是光明", "url": "https://www.bilibili.com/video/BV1Lb411i7qo/"}
JSON: {"text": "“𝙈𝙚𝙢𝙤𝙧𝙞𝙚𝙨”", "url": "https://www.bilibili.com/video/BV1QBCmYvEjC/"}
JSON: {"text": "“直到最后，死亡将我们分开。”", "url": "https://www.bilibili.com/video/BV1aP4y1C7Ui/"}
JSON: {"text": "⚠️⚠️⚠️Avid，泽野最顶的歌曲之一,我不允许你不知道", "url": "https://www.bilibili.com/video/BV1JF411u7mD/"}
JSON: {"text": "⚠️前方高能，六年前的b站全是这种视频！", "url": "https://www.bilibili.com/video/BV1F6tPegEbj/"}
JSON: {"text": "ᴅᴏɴ'ᴛ ɢɪᴠᴇ ᴍᴇ ᴀɴ ᴇᴛᴇʀɴɪᴛʏ.", "url": "https://www.bilibili.com/video/BV1Qd4y1s7fv/"}
JSON: {"text": "【DIO/处刑曲】听说有人想在我的bgm里欧拉我？我真是high到不行啊！", "url": "https://www.bilibili.com/video/BV1zb411V7CV/"}
JSON: {"text": "【地狱之歌/安德森/AMV】人流干了眼泪就会成为恶魔，所以那么就笑吧！", "url": "https://www.bilibili.com/video/BV1Ux411X7mJ/"}
JSON: {"text": "十年后听到这首《wake》你还会为她们举起荧光棒吗？", "url": "https://www.bilibili.com/video/BV16K411F7Zo/"}
JSON: {"text": "【踩点/魔圆】终将成为恶魔！grind me down", "url": "https://www.bilibili.com/video/BV1HE411k7T4/"}
JSON: {"text": "【4K收藏级/Fate】“我要成为只属于樱的正义伙伴！！！”", "url": "https://www.bilibili.com/video/BV1sM411a7ZC/"}
JSON: {"text": "⚠️前方高能！这才是咒术极致巅峰！", "url": "https://www.bilibili.com/video/BV1ya41167pM/"}
JSON: {"text": "曾经火爆全网的《mede;mede》，你真的听过吗？", "url": "https://www.bilibili.com/video/BV1Z541167nd/"}
JSON: {"text": "【十周年纪念/MAD】此十年，彼十年，我本桀骜少年臣—铠甲勇士刑天", "url": "https://www.bilibili.com/video/BV1U54y1R7q7/"}
JSON: {"text": "【败犬女主MAD/CP向】「请你别太得意」—温水x八奈见", "url": "https://www.bilibili.com/video/BV1NNx1etEcK/"}
JSON: {"text": "[MAD·国漫·混剪]不过是上山的人，怎么嘲笑下山的神。", "url": "https://www.bilibili.com/video/BV1f8411n7qs/"}
JSON: {"text": "【MAD/令和骑士/混剪】再一次轮回转生【风华回战2024/MAD大赛2024】", "url": "https://www.bilibili.com/video/BV1SJ4m1T7T2/"}
JSON: {"text": "前方高能！这才是踩点！感受来自鬼灭之刃的视觉盛宴，戴好你的耳机", "url": "https://www.bilibili.com/video/BV11E41197Bg/"}
JSON: {"text": "【4k/60帧/FSF】金闪闪VS恩奇都，火力全开！宝具激情对轰！伪圣杯战争真神仙打架！", "url": "https://www.bilibili.com/video/BV1B14y1d7Pz/"}
JSON: {"text": "𝙏𝙤𝙬𝙖𝙧𝙙𝙨 𝙩𝙝𝙚 𝙇𝙞𝙜𝙝𝙩 / 我没有身份，也不想以谁的面目而活", "url": "https://www.bilibili.com/video/BV1r84y1k7N5/"}
JSON: {"text": "【多素材/致郁向】——虽然我很爱你，但是不能不说再见了", "url": "https://www.bilibili.com/video/BV1ps411Q7K7/"}
JSON: {"text": "【春物/AMV】One Last Kiss 再见了，所有的真物", "url": "https://www.bilibili.com/video/BV1sj421S7Aj/"}
JSON: {"text": "𝙀𝙫𝙚𝙧𝙮𝙩𝙝𝙞𝙣𝙜 𝙗𝙡𝙖𝙘𝙠【高燃/踩点/暗影大人MAD】", "url": "https://www.bilibili.com/video/BV1qc411j7Ge/"}
JSON: {"text": "治愈神曲《堕》她是踏碎星河落入我梦境的幻想", "url": "https://www.bilibili.com/video/BV1sV4y1g78a/"}
JSON: {"text": "【踩点/魔圆】终将成为恶魔！grind me down", "url": "https://www.bilibili.com/video/BV1HE411k7T4/"}
JSON: {"text": "ᴅᴏɴ'ᴛ ɢɪᴠᴇ ᴍᴇ ᴀɴ ᴇᴛᴇʀɴɪᴛʏ.", "url": "https://www.bilibili.com/video/BV1Qd4y1s7fv/"}
JSON: {"text": "⚠️前方高能，六年前的b站全是这种视频！", "url": "https://www.bilibili.com/video/BV1F6tPegEbj/"}
JSON: {"text": "【十周年纪念/MAD】此十年，彼十年，我本桀骜少年臣—铠甲勇士刑天", "url": "https://www.bilibili.com/video/BV1U54y1R7q7/"}
JSON: {"text": "十年后听到这首《wake》你还会为她们举起荧光棒吗？", "url": "https://www.bilibili.com/video/BV16K411F7Zo/"}
JSON: {"text": "【地狱之歌/安德森/AMV】人流干了眼泪就会成为恶魔，所以那么就笑吧！", "url": "https://www.bilibili.com/video/BV1Ux411X7mJ/"}
JSON: {"text": "【败犬女主MAD/CP向】「请你别太得意」—温水x八奈见", "url": "https://www.bilibili.com/video/BV1NNx1etEcK/"}
JSON: {"text": "[MAD·国漫·混剪]不过是上山的人，怎么嘲笑下山的神。", "url": "https://www.bilibili.com/video/BV1f8411n7qs/"}
JSON: {"text": "【DIO/处刑曲】听说有人想在我的bgm里欧拉我？我真是high到不行啊！", "url": "https://www.bilibili.com/video/BV1zb411V7CV/"}
JSON: {"text": "【4K收藏级/Fate】“我要成为只属于樱的正义伙伴！！！”", "url": "https://www.bilibili.com/video/BV1sM411a7ZC/"}
JSON: {"text": "曾经火爆全网的《mede;mede》，你真的听过吗？", "url": "https://www.bilibili.com/video/BV1Z541167nd/"}
JSON: {"text": "【MAD/令和骑士/混剪】再一次轮回转生【风华回战2024/MAD大赛2024】", "url": "https://www.bilibili.com/video/BV1SJ4m1T7T2/"}
JSON: {"text": "【4k/60帧/FSF】金闪闪VS恩奇都，火力全开！宝具激情对轰！伪圣杯战争真神仙打架！", "url": "https://www.bilibili.com/video/BV1B14y1d7Pz/"}
JSON: {"text": "𝙀𝙫𝙚𝙧𝙮𝙩𝙝𝙞𝙣𝙜 𝙗𝙡𝙖𝙘𝙠【高燃/踩点/暗影大人MAD】", "url": "https://www.bilibili.com/video/BV1qc411j7Ge/"}
JSON: {"text": "⚠️前方高能！这才是咒术极致巅峰！", "url": "https://www.bilibili.com/video/BV1ya41167pM/"}
JSON: {"text": "𝙏𝙤𝙬𝙖𝙧𝙙𝙨 𝙩𝙝𝙚 𝙇𝙞𝙜𝙝𝙩 / 我没有身份，也不想以谁的面目而活", "url": "https://www.bilibili.com/video/BV1r84y1k7N5/"}
JSON: {"text": "【多素材/致郁向】——虽然我很爱你，但是不能不说再见了", "url": "https://www.bilibili.com/video/BV1ps411Q7K7/"}
JSON: {"text": "治愈神曲《堕》她是踏碎星河落入我梦境的幻想", "url": "https://www.bilibili.com/video/BV1sV4y1g78a/"}
JSON: {"text": "前方高能！这才是踩点！感受来自鬼灭之刃的视觉盛宴，戴好你的耳机", "url": "https://www.bilibili.com/video/BV11E41197Bg/"}
JSON: {"text": "“成熟一点吧，少年”", "url": "https://www.bilibili.com/video/BV1gT4y1Y75E/"}
JSON: {"text": "“再中二的少年，总有一天也会被现实打败....”", "url": "https://www.bilibili.com/video/BV1Ad4y1M74u/"}
JSON: {"text": "像你永远活着那样去追求梦想，也像今天即将死去那样用力活着!【230部动画混剪】", "url": "https://www.bilibili.com/video/BV1gt411k7aU/"}
JSON: {"text": "🆃🅷🅸🆂 🅸🆂 🆆🅷🅰🆃 🆆🅸🅽🆃🅴🆁 🅵🅴🅴🅻🆂 🅻🅸🅺🅴", "url": "https://www.bilibili.com/video/BV1mXxQeUEks/"}
JSON: {"text": "前方高能！！！请带好耳机享受极致盛宴【踩点/抖腿/全程高燃】", "url": "https://www.bilibili.com/video/BV1j4411E7J6/"}
JSON: {"text": "【𝟒𝐊𝟔𝟎𝐅𝐏𝐒】宇智波斑复活！六道斑登场！剪掉多余对话 宇智波斑VS九尾兽! 八门凯VS六道斑 六道鸣佐VS六道斑 轮墓边狱登场！八门破天！", "url": "https://www.bilibili.com/video/BV1st421A7Fz/"}
JSON: {"text": "【炮姐/AMV】我永远都会守护在你的身边！", "url": "https://www.bilibili.com/video/BV1Js411o76u/"}
JSON: {"text": "刻在DNA里的那些动漫台词跟场面，你知道多少？", "url": "https://www.bilibili.com/video/BV1RV41117ii/"}
JSON: {"text": "【GBC/剧情MAD】“我是舞台的中心，我是你们的『嘉宾』”", "url": "https://www.bilibili.com/video/BV1fM4m1D7vs/"}
JSON: {"text": "【静止画MAD】怪兽的花之歌【怪兽8号】", "url": "https://www.bilibili.com/video/BV1bK4y1L79e/"}
JSON: {"text": "【泪燃向/AMV】那个男人在最后一刻，超越了自己的神话", "url": "https://www.bilibili.com/video/BV1bs411K78Q/"}
JSON: {"text": "【春物/剧情MAD】呀哈喽！我会发着呆，然后忘记你...", "url": "https://www.bilibili.com/video/BV1AX4y1j7gz/"}
JSON: {"text": "【误解向/败犬女主】是谁忘了要给你温柔", "url": "https://www.bilibili.com/video/BV1JhsVe4Et1/"}
JSON: {"text": "【静止系MAD/蓦然回首】定制品 / Ordermade", "url": "https://www.bilibili.com/video/BV11L4y1b76n/"}
JSON: {"text": "【催泪向MAD】butter-fly (主MIX) 【数码宝贝】", "url": "https://www.bilibili.com/video/BV1nx411c7Pm/"}
JSON: {"text": "这个“叛变神曲”我能再听亿遍！！！", "url": "https://www.bilibili.com/video/BV1fV41117NX/"}
JSON: {"text": "【Alien Stage】亲吻神明 人类本性｜One Last Kiss｜ivti伪双向｜含频闪画面", "url": "https://www.bilibili.com/video/BV1xm421771D/"}
JSON: {"text": "处 刑 曲", "url": "https://www.bilibili.com/video/BV18Z4y1V7Tt/"}
JSON: {"text": "这不得百万播放？", "url": "https://www.bilibili.com/video/BV1Va4y1E7MS/"}
JSON: {"text": "【泛式/剧情MAD】那些你很冒险的梦，我曾想陪你疯「SK8」", "url": "https://www.bilibili.com/video/BV1eb4y197ia/"}
JSON: {"text": "⚡️对不起了众神，平局了⚡️", "url": "https://www.bilibili.com/video/BV1pK421e7t3/"}
JSON: {"text": "前方高能！！！请带好耳机享受极致盛宴【踩点/抖腿/全程高燃】", "url": "https://www.bilibili.com/video/BV1j4411E7J6/"}
JSON: {"text": "【炮姐/AMV】我永远都会守护在你的身边！", "url": "https://www.bilibili.com/video/BV1Js411o76u/"}
JSON: {"text": "努 力 的 意 义", "url": "https://www.bilibili.com/video/BV1Hp42eZEqA/"}
JSON: {"text": "【利兹与青鸟/MAD】“烂俗桥段眼睛却湿透了”【风华回战/MAD大赛2024】", "url": "https://www.bilibili.com/video/BV1dXeVeCEiM/"}
JSON: {"text": "【GBC/剧情MAD】“我是舞台的中心，我是你们的『嘉宾』”", "url": "https://www.bilibili.com/video/BV1fM4m1D7vs/"}
JSON: {"text": "【泪燃向/AMV】那个男人在最后一刻，超越了自己的神话", "url": "https://www.bilibili.com/video/BV1bs411K78Q/"}
JSON: {"text": "【静止系MAD】in the room【污秽不堪的你最可爱了】", "url": "https://www.bilibili.com/video/BV1nU4y1A7Xh/"}
JSON: {"text": "刻在DNA里的那些动漫台词跟场面，你知道多少？", "url": "https://www.bilibili.com/video/BV1RV41117ii/"}
JSON: {"text": "【赛马娘群像/剧情MAD】飞身乘上这场风暴！", "url": "https://www.bilibili.com/video/BV1Dz4y1T7gM/"}
JSON: {"text": "【静止系MAD/蓦然回首】定制品 / Ordermade", "url": "https://www.bilibili.com/video/BV11L4y1b76n/"}
JSON: {"text": "这个“叛变神曲”我能再听亿遍！！！", "url": "https://www.bilibili.com/video/BV1fV41117NX/"}
JSON: {"text": "【MAD/混剪】从昭和到平成再到令和", "url": "https://www.bilibili.com/video/BV1y4411E7NQ/"}
JSON: {"text": "【Alien Stage】亲吻神明 人类本性｜One Last Kiss｜ivti伪双向｜含频闪画面", "url": "https://www.bilibili.com/video/BV1xm421771D/"}
JSON: {"text": "处 刑 曲", "url": "https://www.bilibili.com/video/BV18Z4y1V7Tt/"}
JSON: {"text": "【完结纪念】前方泪燃，这是人类的赞歌与史诗", "url": "https://www.bilibili.com/video/BV1D7411f7kq/"}
JSON: {"text": "百部动画超燃混剪！让你感受天花板级别的打戏盛宴！！", "url": "https://www.bilibili.com/video/BV1jA411H75h/"}
JSON: {"text": "⚡️对不起了众神，平局了⚡️", "url": "https://www.bilibili.com/video/BV1pK421e7t3/"}
JSON: {"text": "一首《Home》带你燃爆全场！328部动画超震撼混剪！", "url": "https://www.bilibili.com/video/BV1oL411p7at/"}
JSON: {"text": "这不得百万播放？", "url": "https://www.bilibili.com/video/BV1Va4y1E7MS/"}
JSON: {"text": "【泛式/剧情MAD】那些你很冒险的梦，我曾想陪你疯「SK8」", "url": "https://www.bilibili.com/video/BV1eb4y197ia/"}
JSON: {"text": "曾火爆全网的《Falling Again》，你是否还知道？", "url": "https://www.bilibili.com/video/BV17z4y1d72b/"}
JSON: {"text": "【𝗘𝗩𝗔/𝟲𝟬帧】“这就是我的人生，明日香！”", "url": "https://www.bilibili.com/video/BV1qC4y1E7oU/"}
JSON: {"text": "洗脑神曲《Clear》，鬼知道我看了几遍！！", "url": "https://www.bilibili.com/video/BV19S4y1y7qF/"}
JSON: {"text": "“神并不需要变强的理由，因为祂生来就是最强”", "url": "https://www.bilibili.com/video/BV1pH4y1Y7Pp/"}
JSON: {"text": "治愈神曲《𝙎𝙬𝙖𝙮》，无法超越的绝美画面！！", "url": "https://www.bilibili.com/video/BV1zY4y1U7DA/"}
JSON: {"text": "好怪….再看一遍！【魔性剪辑#05】", "url": "https://www.bilibili.com/video/BV1pL411t7Qn/"}
JSON: {"text": "“更爱你的人”", "url": "https://www.bilibili.com/video/BV1sK4y1b7a8/"}
JSON: {"text": "治愈歌曲《最后一页》爱只能，在回忆里完整", "url": "https://www.bilibili.com/video/BV1qd4y1E7nm/"}
JSON: {"text": "“真新镇少年小智的25年”【小智宝可梦世界锦标赛决赛夺冠纪念MAD】", "url": "https://www.bilibili.com/video/BV1kG4y1t7FW/"}
JSON: {"text": "这才是这个世界的巅峰战斗！！！", "url": "https://www.bilibili.com/video/BV1RE41157fy/"}
JSON: {"text": "「𝘽𝙐𝙉𝙂𝙊𝙐 𝙎𝙏𝙍𝘼𝙔 𝘿𝙊𝙂𝙎」西 装 暴 徒", "url": "https://www.bilibili.com/video/BV1Ju4m1A71c/"}
JSON: {"text": "【宝可梦旅途完结纪念MAD】笑颜", "url": "https://www.bilibili.com/video/BV1GW4y1T7Su/"}
JSON: {"text": "火爆B站的这首《放手》如今治愈了多少人！！！ℳ₯㎕-沉 沦", "url": "https://www.bilibili.com/video/BV17z4y1D7dG/"}
JSON: {"text": "【海贼王/极致踩点/燃爆】点燃你的腺上激素，爽就完事了！！！", "url": "https://www.bilibili.com/video/BV1D4411k7UE/"}
JSON: {"text": "“动漫给予了我们从未有过的人生”", "url": "https://www.bilibili.com/video/BV1614y1S7Hp/"}
JSON: {"text": "开始拔刀，请坐稳扶好！！！第 24 秒后让你白嫖失败，全程畅享极致快感！！", "url": "https://www.bilibili.com/video/BV1a7411G7w1/"}
JSON: {"text": "你在剪一种很老的东西。。。", "url": "https://www.bilibili.com/video/BV1qt4y1w7Lj/"}
JSON: {"text": "【春物十周年纪念/比企谷八幡】告别孤独的第一步【风华回战2023 x bilibili MAD创作大赛/ASMV】", "url": "https://www.bilibili.com/video/BV1PN41177dA/"}
JSON: {"text": "压抑到极致瞬间燃爆！这样的世界不值得拯救！", "url": "https://www.bilibili.com/video/BV1uJ411D7jK/"}
JSON: {"text": "【AMV/FZ】切嗣的救赎【FATE/ZERO - AKROSSCON2014】", "url": "https://www.bilibili.com/video/BV1wx411N7Cx/"}
JSON: {"text": "【完结纪念】前方泪燃，这是人类的赞歌与史诗", "url": "https://www.bilibili.com/video/BV1D7411f7kq/"}
JSON: {"text": "⚡️对不起了众神，平局了⚡️", "url": "https://www.bilibili.com/video/BV1pK421e7t3/"}
JSON: {"text": "【MAD/游戏王/人物向】就算世界的一切都消失在这海色中，我也不会将你忘记", "url": "https://www.bilibili.com/video/BV1dF411a78h/"}
